"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","CPI","TOT","AGRWTH","M","2013-12",0.7063572,
"FRA","CPI","TOT","AGRWTH","M","2014-01",0.6490873,
"FRA","CPI","TOT","AGRWTH","M","2014-02",0.9203075,
"FRA","CPI","TOT","AGRWTH","M","2014-03",0.6122654,
"FRA","CPI","TOT","AGRWTH","M","2014-04",0.7237636,
"FRA","CPI","TOT","AGRWTH","M","2014-05",0.6831425,
"FRA","CPI","TOT","AGRWTH","M","2014-06",0.4814443,
"FRA","CPI","TOT","AGRWTH","M","2014-07",0.4627767,
"FRA","CPI","TOT","AGRWTH","M","2014-08",0.4406169,
"FRA","CPI","TOT","AGRWTH","M","2014-09",0.291077,
"FRA","CPI","TOT","AGRWTH","M","2014-10",0.4522613,
"FRA","CPI","TOT","AGRWTH","M","2014-11",0.3217374,
"FRA","CPI","TOT","AGRWTH","M","2014-12",0.06012024,
"FRA","CPI","TOT","AGRWTH","M","2015-01",-0.3829101,
"FRA","CPI","TOT","AGRWTH","M","2015-02",-0.2705682,
"FRA","CPI","TOT","AGRWTH","M","2015-03",-0.0698324,
"FRA","CPI","TOT","AGRWTH","M","2015-04",0.07984032,
"FRA","CPI","TOT","AGRWTH","M","2015-05",0.2993414,
"FRA","CPI","TOT","AGRWTH","M","2015-06",0.2595328,
"FRA","CPI","TOT","AGRWTH","M","2015-07",0.1702383,
"FRA","CPI","TOT","AGRWTH","M","2015-08",0.04985045,
"FRA","CPI","TOT","AGRWTH","M","2015-09",0.03002402,
"FRA","CPI","TOT","AGRWTH","M","2015-10",0.06003001,
"FRA","CPI","TOT","AGRWTH","M","2015-11",0.0400882,
"FRA","CPI","TOT","AGRWTH","M","2015-12",0.1802524,
"FRA","CPI","TOT","AGRWTH","M","2016-01",0.2225369,
"FRA","CPI","TOT","AGRWTH","M","2016-02",-0.1909164,
"FRA","CPI","TOT","AGRWTH","M","2016-03",-0.1497454,
"FRA","CPI","TOT","AGRWTH","M","2016-04",-0.1894695,
"FRA","CPI","TOT","AGRWTH","M","2016-05",-0.01989654,
"FRA","CPI","TOT","AGRWTH","M","2016-06",0.1891677,
"FRA","CPI","TOT","AGRWTH","M","2016-07",0.219934,
"FRA","CPI","TOT","AGRWTH","M","2016-08",0.2291978,
"FRA","CPI","TOT","AGRWTH","M","2016-09",0.3901951,
"FRA","CPI","TOT","AGRWTH","M","2016-10",0.359964,
"FRA","CPI","TOT","AGRWTH","M","2016-11",0.5309557,
"FRA","CPI","TOT","AGRWTH","M","2016-12",0.6097561,
"FRA","CPI","TOT","AGRWTH","M","2017-01",1.34235,
"FRA","CPI","TOT","AGRWTH","M","2017-02",1.208094,
"FRA","CPI","TOT","AGRWTH","M","2017-03",1.14977,
"FRA","CPI","TOT","AGRWTH","M","2017-04",1.168948,
"FRA","CPI","TOT","AGRWTH","M","2017-05",0.8059701,
"FRA","CPI","TOT","AGRWTH","M","2017-06",0.6856802,
"FRA","CPI","TOT","AGRWTH","M","2017-07",0.7182045,
"FRA","CPI","TOT","AGRWTH","M","2017-08",0.9047524,
"FRA","CPI","TOT","AGRWTH","M","2017-09",0.9866454,
"FRA","CPI","TOT","AGRWTH","M","2017-10",1.056093,
"FRA","CPI","TOT","AGRWTH","M","2017-11",1.175884,
"FRA","CPI","TOT","AGRWTH","M","2017-12",1.19225,
"FRA","CPI","TOT","AGRWTH","M","2018-01",1.334528,
"FRA","CPI","TOT","AGRWTH","M","2018-02",1.183726,
"FRA","CPI","TOT","AGRWTH","M","2018-03",1.561728,
"FRA","CPI","TOT","AGRWTH","M","2018-04",1.639344,
"DEU","CPI","TOT","AGRWTH","M","1996-01",1.376721,
"DEU","CPI","TOT","AGRWTH","M","1996-02",1.494396,
"DEU","CPI","TOT","AGRWTH","M","1996-03",1.494396,
"DEU","CPI","TOT","AGRWTH","M","1996-04",1.368159,
"DEU","CPI","TOT","AGRWTH","M","1996-05",1.492537,
"DEU","CPI","TOT","AGRWTH","M","1996-06",1.490683,
"DEU","CPI","TOT","AGRWTH","M","1996-07",1.363073,
"DEU","CPI","TOT","AGRWTH","M","1996-08",1.363073,
"DEU","CPI","TOT","AGRWTH","M","1996-09",1.363073,
"DEU","CPI","TOT","AGRWTH","M","1996-10",1.614907,
"DEU","CPI","TOT","AGRWTH","M","1996-11",1.490683,
"DEU","CPI","TOT","AGRWTH","M","1996-12",1.485149,
"DEU","CPI","TOT","AGRWTH","M","1997-01",2.098765,
"DEU","CPI","TOT","AGRWTH","M","1997-02",1.595092,
"DEU","CPI","TOT","AGRWTH","M","1997-03",1.595092,
"DEU","CPI","TOT","AGRWTH","M","1997-04",1.472393,
"DEU","CPI","TOT","AGRWTH","M","1997-05",1.593137,
"DEU","CPI","TOT","AGRWTH","M","1997-06",1.591187,
"DEU","CPI","TOT","AGRWTH","M","1997-07",2.322738,
"DEU","CPI","TOT","AGRWTH","M","1997-08",2.444988,
"DEU","CPI","TOT","AGRWTH","M","1997-09",2.200489,
"DEU","CPI","TOT","AGRWTH","M","1997-10",2.07824,
"DEU","CPI","TOT","AGRWTH","M","1997-11",2.203182,
"DEU","CPI","TOT","AGRWTH","M","1997-12",2.073171,
"DEU","CPI","TOT","AGRWTH","M","1998-01",1.20919,
"DEU","CPI","TOT","AGRWTH","M","1998-02",1.328502,
"DEU","CPI","TOT","AGRWTH","M","1998-03",1.207729,
"DEU","CPI","TOT","AGRWTH","M","1998-04",1.451028,
"DEU","CPI","TOT","AGRWTH","M","1998-05",1.3269,
"DEU","CPI","TOT","AGRWTH","M","1998-06",1.325301,
"DEU","CPI","TOT","AGRWTH","M","1998-07",0.8363202,
"DEU","CPI","TOT","AGRWTH","M","1998-08",0.477327,
"DEU","CPI","TOT","AGRWTH","M","1998-09",0.4784689,
"DEU","CPI","TOT","AGRWTH","M","1998-10",0.4790419,
"DEU","CPI","TOT","AGRWTH","M","1998-11",0.4790419,
"DEU","CPI","TOT","AGRWTH","M","1998-12",0.3584229,
"DEU","CPI","TOT","AGRWTH","M","1999-01",0.2389486,
"DEU","CPI","TOT","AGRWTH","M","1999-02",0.1191895,
"DEU","CPI","TOT","AGRWTH","M","1999-03",0.2386635,
"DEU","CPI","TOT","AGRWTH","M","1999-04",0.5959476,
"DEU","CPI","TOT","AGRWTH","M","1999-05",0.4761905,
"DEU","CPI","TOT","AGRWTH","M","1999-06",0.4756243,
"DEU","CPI","TOT","AGRWTH","M","1999-07",0.5924171,
"DEU","CPI","TOT","AGRWTH","M","1999-08",0.7125891,
"DEU","CPI","TOT","AGRWTH","M","1999-09",0.7142857,
"DEU","CPI","TOT","AGRWTH","M","1999-10",0.7151371,
"DEU","CPI","TOT","AGRWTH","M","1999-11",0.9535161,
"DEU","CPI","TOT","AGRWTH","M","1999-12",1.190476,
"DEU","CPI","TOT","AGRWTH","M","2000-01",1.549464,
"DEU","CPI","TOT","AGRWTH","M","2000-02",1.547619,
"DEU","CPI","TOT","AGRWTH","M","2000-03",1.547619,
"DEU","CPI","TOT","AGRWTH","M","2000-04",1.066351,
"DEU","CPI","TOT","AGRWTH","M","2000-05",0.9478673,
"DEU","CPI","TOT","AGRWTH","M","2000-06",1.301775,
"DEU","CPI","TOT","AGRWTH","M","2000-07",1.295642,
"DEU","CPI","TOT","AGRWTH","M","2000-08",1.179245,
"DEU","CPI","TOT","AGRWTH","M","2000-09",1.654846,
"DEU","CPI","TOT","AGRWTH","M","2000-10",1.656805,
"DEU","CPI","TOT","AGRWTH","M","2000-11",1.534829,
"DEU","CPI","TOT","AGRWTH","M","2000-12",2,
"DEU","CPI","TOT","AGRWTH","M","2001-01",1.408451,
"DEU","CPI","TOT","AGRWTH","M","2001-02",1.875733,
"DEU","CPI","TOT","AGRWTH","M","2001-03",1.875733,
"DEU","CPI","TOT","AGRWTH","M","2001-04",2.344666,
"DEU","CPI","TOT","AGRWTH","M","2001-05",2.816901,
"DEU","CPI","TOT","AGRWTH","M","2001-06",2.453271,
"DEU","CPI","TOT","AGRWTH","M","2001-07",2.093023,
"DEU","CPI","TOT","AGRWTH","M","2001-08",2.097902,
"DEU","CPI","TOT","AGRWTH","M","2001-09",1.860465,
"DEU","CPI","TOT","AGRWTH","M","2001-10",1.862631,
"DEU","CPI","TOT","AGRWTH","M","2001-11",1.511628,
"DEU","CPI","TOT","AGRWTH","M","2001-12",1.614763,
"DEU","CPI","TOT","AGRWTH","M","2002-01",2.083333,
"DEU","CPI","TOT","AGRWTH","M","2002-02",1.841197,
"DEU","CPI","TOT","AGRWTH","M","2002-03",2.071346,
"DEU","CPI","TOT","AGRWTH","M","2002-04",1.489118,
"DEU","CPI","TOT","AGRWTH","M","2002-05",1.255708,
"DEU","CPI","TOT","AGRWTH","M","2002-06",1.140251,
"DEU","CPI","TOT","AGRWTH","M","2002-07",1.138952,
"DEU","CPI","TOT","AGRWTH","M","2002-08",1.255708,
"DEU","CPI","TOT","AGRWTH","M","2002-09",1.255708,
"DEU","CPI","TOT","AGRWTH","M","2002-10",1.257143,
"DEU","CPI","TOT","AGRWTH","M","2002-11",1.145475,
"DEU","CPI","TOT","AGRWTH","M","2002-12",1.135074,
"DEU","CPI","TOT","AGRWTH","M","2003-01",1.020408,
"DEU","CPI","TOT","AGRWTH","M","2003-02",1.242938,
"DEU","CPI","TOT","AGRWTH","M","2003-03",1.127396,
"DEU","CPI","TOT","AGRWTH","M","2003-04",0.9029346,
"DEU","CPI","TOT","AGRWTH","M","2003-05",0.5636979,
"DEU","CPI","TOT","AGRWTH","M","2003-06",0.9019166,
"DEU","CPI","TOT","AGRWTH","M","2003-07",1.013514,
"DEU","CPI","TOT","AGRWTH","M","2003-08",1.127396,
"DEU","CPI","TOT","AGRWTH","M","2003-09",1.014656,
"DEU","CPI","TOT","AGRWTH","M","2003-10",1.128668,
"DEU","CPI","TOT","AGRWTH","M","2003-11",1.245753,
"DEU","CPI","TOT","AGRWTH","M","2003-12",1.122334,
"DEU","CPI","TOT","AGRWTH","M","2004-01",1.122334,
"DEU","CPI","TOT","AGRWTH","M","2004-02",0.78125,
"DEU","CPI","TOT","AGRWTH","M","2004-03",1.003345,
"DEU","CPI","TOT","AGRWTH","M","2004-04",1.677852,
"DEU","CPI","TOT","AGRWTH","M","2004-05",2.130045,
"DEU","CPI","TOT","AGRWTH","M","2004-06",1.787709,
"DEU","CPI","TOT","AGRWTH","M","2004-07",1.783723,
"DEU","CPI","TOT","AGRWTH","M","2004-08",1.895206,
"DEU","CPI","TOT","AGRWTH","M","2004-09",1.785714,
"DEU","CPI","TOT","AGRWTH","M","2004-10",1.897321,
"DEU","CPI","TOT","AGRWTH","M","2004-11",1.901566,
"DEU","CPI","TOT","AGRWTH","M","2004-12",2.219756,
"DEU","CPI","TOT","AGRWTH","M","2005-01",1.442841,
"DEU","CPI","TOT","AGRWTH","M","2005-02",1.66113,
"DEU","CPI","TOT","AGRWTH","M","2005-03",1.766004,
"DEU","CPI","TOT","AGRWTH","M","2005-04",1.210121,
"DEU","CPI","TOT","AGRWTH","M","2005-05",1.207464,
"DEU","CPI","TOT","AGRWTH","M","2005-06",1.317234,
"DEU","CPI","TOT","AGRWTH","M","2005-07",1.533406,
"DEU","CPI","TOT","AGRWTH","M","2005-08",1.531729,
"DEU","CPI","TOT","AGRWTH","M","2005-09",1.864035,
"DEU","CPI","TOT","AGRWTH","M","2005-10",1.861993,
"DEU","CPI","TOT","AGRWTH","M","2005-11",1.756312,
"DEU","CPI","TOT","AGRWTH","M","2005-12",1.411509,
"DEU","CPI","TOT","AGRWTH","M","2006-01",1.859956,
"DEU","CPI","TOT","AGRWTH","M","2006-02",1.851852,
"DEU","CPI","TOT","AGRWTH","M","2006-03",1.409978,
"DEU","CPI","TOT","AGRWTH","M","2006-04",1.956522,
"DEU","CPI","TOT","AGRWTH","M","2006-05",1.735358,
"DEU","CPI","TOT","AGRWTH","M","2006-06",1.84182,
"DEU","CPI","TOT","AGRWTH","M","2006-07",1.833873,
"DEU","CPI","TOT","AGRWTH","M","2006-08",1.508621,
"DEU","CPI","TOT","AGRWTH","M","2006-09",1.076426,
"DEU","CPI","TOT","AGRWTH","M","2006-10",1.075269,
"DEU","CPI","TOT","AGRWTH","M","2006-11",1.402373,
"DEU","CPI","TOT","AGRWTH","M","2006-12",1.391863,
"DEU","CPI","TOT","AGRWTH","M","2007-01",1.718582,
"DEU","CPI","TOT","AGRWTH","M","2007-02",1.71123,
"DEU","CPI","TOT","AGRWTH","M","2007-03",1.925134,
"DEU","CPI","TOT","AGRWTH","M","2007-04",2.132196,
"DEU","CPI","TOT","AGRWTH","M","2007-05",2.132196,
"DEU","CPI","TOT","AGRWTH","M","2007-06",1.914894,
"DEU","CPI","TOT","AGRWTH","M","2007-07",2.012712,
"DEU","CPI","TOT","AGRWTH","M","2007-08",2.123142,
"DEU","CPI","TOT","AGRWTH","M","2007-09",2.662407,
"DEU","CPI","TOT","AGRWTH","M","2007-10",2.765957,
"DEU","CPI","TOT","AGRWTH","M","2007-11",3.297872,
"DEU","CPI","TOT","AGRWTH","M","2007-12",3.167899,
"DEU","CPI","TOT","AGRWTH","M","2008-01",2.851109,
"DEU","CPI","TOT","AGRWTH","M","2008-02",2.839117,
"DEU","CPI","TOT","AGRWTH","M","2008-03",3.147954,
"DEU","CPI","TOT","AGRWTH","M","2008-04",2.400835,
"DEU","CPI","TOT","AGRWTH","M","2008-05",3.02714,
"DEU","CPI","TOT","AGRWTH","M","2008-06",3.235908,
"DEU","CPI","TOT","AGRWTH","M","2008-07",3.322949,
"DEU","CPI","TOT","AGRWTH","M","2008-08",3.118503,
"DEU","CPI","TOT","AGRWTH","M","2008-09",2.80083,
"DEU","CPI","TOT","AGRWTH","M","2008-10",2.380952,
"DEU","CPI","TOT","AGRWTH","M","2008-11",1.338826,
"DEU","CPI","TOT","AGRWTH","M","2008-12",1.125896,
"DEU","CPI","TOT","AGRWTH","M","2009-01",0.9240246,
"DEU","CPI","TOT","AGRWTH","M","2009-02",1.124744,
"DEU","CPI","TOT","AGRWTH","M","2009-03",0.4069176,
"DEU","CPI","TOT","AGRWTH","M","2009-04",0.7135576,
"DEU","CPI","TOT","AGRWTH","M","2009-05",0,
"DEU","CPI","TOT","AGRWTH","M","2009-06",0.1011122,
"DEU","CPI","TOT","AGRWTH","M","2009-07",-0.5025126,
"DEU","CPI","TOT","AGRWTH","M","2009-08",0,
"DEU","CPI","TOT","AGRWTH","M","2009-09",-0.2018164,
"DEU","CPI","TOT","AGRWTH","M","2009-10",0,
"DEU","CPI","TOT","AGRWTH","M","2009-11",0.4065041,
"DEU","CPI","TOT","AGRWTH","M","2009-12",0.8097166,
"DEU","CPI","TOT","AGRWTH","M","2010-01",0.7121058,
"DEU","CPI","TOT","AGRWTH","M","2010-02",0.5055612,
"DEU","CPI","TOT","AGRWTH","M","2010-03",1.215806,
"DEU","CPI","TOT","AGRWTH","M","2010-04",1.214575,
"DEU","CPI","TOT","AGRWTH","M","2010-05",1.215806,
"DEU","CPI","TOT","AGRWTH","M","2010-06",0.9090909,
"DEU","CPI","TOT","AGRWTH","M","2010-07",1.111111,
"DEU","CPI","TOT","AGRWTH","M","2010-08",1.008065,
"DEU","CPI","TOT","AGRWTH","M","2010-09",1.213347,
"DEU","CPI","TOT","AGRWTH","M","2010-10",1.314459,
"DEU","CPI","TOT","AGRWTH","M","2010-11",1.518219,
"DEU","CPI","TOT","AGRWTH","M","2010-12",1.305221,
"DEU","CPI","TOT","AGRWTH","M","2011-01",1.717172,
"DEU","CPI","TOT","AGRWTH","M","2011-02",1.911469,
"DEU","CPI","TOT","AGRWTH","M","2011-03",2.002002,
"DEU","CPI","TOT","AGRWTH","M","2011-04",1.9,
"DEU","CPI","TOT","AGRWTH","M","2011-05",2.002002,
"DEU","CPI","TOT","AGRWTH","M","2011-06",2.102102,
"DEU","CPI","TOT","AGRWTH","M","2011-07",2.097902,
"DEU","CPI","TOT","AGRWTH","M","2011-08",2.095808,
"DEU","CPI","TOT","AGRWTH","M","2011-09",2.397602,
"DEU","CPI","TOT","AGRWTH","M","2011-10",2.295409,
"DEU","CPI","TOT","AGRWTH","M","2011-11",2.392822,
"DEU","CPI","TOT","AGRWTH","M","2011-12",1.982161,
"DEU","CPI","TOT","AGRWTH","M","2012-01",2.085402,
"DEU","CPI","TOT","AGRWTH","M","2012-02",2.171767,
"DEU","CPI","TOT","AGRWTH","M","2012-03",2.158979,
"DEU","CPI","TOT","AGRWTH","M","2012-04",1.962709,
"DEU","CPI","TOT","AGRWTH","M","2012-05",1.962709,
"DEU","CPI","TOT","AGRWTH","M","2012-06",1.666667,
"DEU","CPI","TOT","AGRWTH","M","2012-07",1.8591,
"DEU","CPI","TOT","AGRWTH","M","2012-08",2.150538,
"DEU","CPI","TOT","AGRWTH","M","2012-09",2.04878,
"DEU","CPI","TOT","AGRWTH","M","2012-10",2.04878,
"DEU","CPI","TOT","AGRWTH","M","2012-11",1.94742,
"DEU","CPI","TOT","AGRWTH","M","2012-12",2.040816,
"DEU","CPI","TOT","AGRWTH","M","2013-01",1.653697,
"DEU","CPI","TOT","AGRWTH","M","2013-02",1.545894,
"DEU","CPI","TOT","AGRWTH","M","2013-03",1.440922,
"DEU","CPI","TOT","AGRWTH","M","2013-04",1.154957,
"DEU","CPI","TOT","AGRWTH","M","2013-05",1.539942,
"DEU","CPI","TOT","AGRWTH","M","2013-06",1.832208,
"DEU","CPI","TOT","AGRWTH","M","2013-07",1.92123,
"DEU","CPI","TOT","AGRWTH","M","2013-08",1.531101,
"DEU","CPI","TOT","AGRWTH","M","2013-09",1.434034,
"DEU","CPI","TOT","AGRWTH","M","2013-10",1.24283,
"DEU","CPI","TOT","AGRWTH","M","2013-11",1.337154,
"DEU","CPI","TOT","AGRWTH","M","2013-12",1.428571,
"DEU","CPI","TOT","AGRWTH","M","2014-01",1.339713,
"DEU","CPI","TOT","AGRWTH","M","2014-02",1.236917,
"DEU","CPI","TOT","AGRWTH","M","2014-03",1.041667,
"DEU","CPI","TOT","AGRWTH","M","2014-04",1.332065,
"DEU","CPI","TOT","AGRWTH","M","2014-05",0.8530806,
"DEU","CPI","TOT","AGRWTH","M","2014-06",1.041667,
"DEU","CPI","TOT","AGRWTH","M","2014-07",0.8482563,
"DEU","CPI","TOT","AGRWTH","M","2014-08",0.8482563,
"DEU","CPI","TOT","AGRWTH","M","2014-09",0.8482563,
"DEU","CPI","TOT","AGRWTH","M","2014-10",0.7554296,
"DEU","CPI","TOT","AGRWTH","M","2014-11",0.5655043,
"DEU","CPI","TOT","AGRWTH","M","2014-12",0.1877934,
"DEU","CPI","TOT","AGRWTH","M","2015-01",-0.2832861,
"DEU","CPI","TOT","AGRWTH","M","2015-02",0.09398496,
"DEU","CPI","TOT","AGRWTH","M","2015-03",0.2811621,
"DEU","CPI","TOT","AGRWTH","M","2015-04",0.4694836,
"DEU","CPI","TOT","AGRWTH","M","2015-05",0.6578947,
"DEU","CPI","TOT","AGRWTH","M","2015-06",0.2811621,
"DEU","CPI","TOT","AGRWTH","M","2015-07",0.1869159,
"DEU","CPI","TOT","AGRWTH","M","2015-08",0.1869159,
"DEU","CPI","TOT","AGRWTH","M","2015-09",0,
"DEU","CPI","TOT","AGRWTH","M","2015-10",0.2811621,
"DEU","CPI","TOT","AGRWTH","M","2015-11",0.3748828,
"DEU","CPI","TOT","AGRWTH","M","2015-12",0.2811621,
"DEU","CPI","TOT","AGRWTH","M","2016-01",0.4734848,
"DEU","CPI","TOT","AGRWTH","M","2016-02",0,
"DEU","CPI","TOT","AGRWTH","M","2016-03",0.2803738,
"DEU","CPI","TOT","AGRWTH","M","2016-04",-0.09345794,
"DEU","CPI","TOT","AGRWTH","M","2016-05",0.09337068,
"DEU","CPI","TOT","AGRWTH","M","2016-06",0.2803738,
"DEU","CPI","TOT","AGRWTH","M","2016-07",0.3731343,
"DEU","CPI","TOT","AGRWTH","M","2016-08",0.3731343,
"DEU","CPI","TOT","AGRWTH","M","2016-09",0.6542056,
"DEU","CPI","TOT","AGRWTH","M","2016-10",0.8411215,
"DEU","CPI","TOT","AGRWTH","M","2016-11",0.8403361,
"DEU","CPI","TOT","AGRWTH","M","2016-12",1.682243,
"DEU","CPI","TOT","AGRWTH","M","2017-01",1.885014,
"DEU","CPI","TOT","AGRWTH","M","2017-02",2.159624,
"DEU","CPI","TOT","AGRWTH","M","2017-03",1.584343,
"DEU","CPI","TOT","AGRWTH","M","2017-04",1.964453,
"DEU","CPI","TOT","AGRWTH","M","2017-05",1.492537,
"DEU","CPI","TOT","AGRWTH","M","2017-06",1.584343,
"DEU","CPI","TOT","AGRWTH","M","2017-07",1.672862,
"DEU","CPI","TOT","AGRWTH","M","2017-08",1.765799,
"DEU","CPI","TOT","AGRWTH","M","2017-09",1.76416,
"DEU","CPI","TOT","AGRWTH","M","2017-10",1.575533,
"DEU","CPI","TOT","AGRWTH","M","2017-11",1.759259,
"DEU","CPI","TOT","AGRWTH","M","2017-12",1.654412,
"DEU","CPI","TOT","AGRWTH","M","2018-01",1.572618,
"DEU","CPI","TOT","AGRWTH","M","2018-02",1.378676,
"DEU","CPI","TOT","AGRWTH","M","2018-03",1.559633,
"GRC","CPI","TOT","AGRWTH","M","1996-01",8.36608,
"GRC","CPI","TOT","AGRWTH","M","1996-02",8.452656,
"GRC","CPI","TOT","AGRWTH","M","1996-03",8.841261,
"GRC","CPI","TOT","AGRWTH","M","1996-04",8.795733,
"GRC","CPI","TOT","AGRWTH","M","1996-05",8.690364,
"GRC","CPI","TOT","AGRWTH","M","1996-06",8.385677,
"GRC","CPI","TOT","AGRWTH","M","1996-07",8.200894,
"GRC","CPI","TOT","AGRWTH","M","1996-08",7.972722,
"GRC","CPI","TOT","AGRWTH","M","1996-09",7.949755,
"GRC","CPI","TOT","AGRWTH","M","1996-10",7.987689,
"GRC","CPI","TOT","AGRWTH","M","1996-11",7.497844,
"GRC","CPI","TOT","AGRWTH","M","1996-12",7.290092,
"GRC","CPI","TOT","AGRWTH","M","1997-01",6.762264,
"GRC","CPI","TOT","AGRWTH","M","1997-02",6.552858,
"GRC","CPI","TOT","AGRWTH","M","1997-03",5.999609,
"GRC","CPI","TOT","AGRWTH","M","1997-04",5.860559,
"GRC","CPI","TOT","AGRWTH","M","1997-05",5.414754,
"GRC","CPI","TOT","AGRWTH","M","1997-06",5.536012,
"GRC","CPI","TOT","AGRWTH","M","1997-07",5.41167,
"GRC","CPI","TOT","AGRWTH","M","1997-08",5.578778,
"GRC","CPI","TOT","AGRWTH","M","1997-09",4.919265,
"GRC","CPI","TOT","AGRWTH","M","1997-10",4.692614,
"GRC","CPI","TOT","AGRWTH","M","1997-11",5.142316,
"GRC","CPI","TOT","AGRWTH","M","1997-12",4.715061,
"GRC","CPI","TOT","AGRWTH","M","1998-01",4.396698,
"GRC","CPI","TOT","AGRWTH","M","1998-02",4.267934,
"GRC","CPI","TOT","AGRWTH","M","1998-03",4.574738,
"GRC","CPI","TOT","AGRWTH","M","1998-04",5.341202,
"GRC","CPI","TOT","AGRWTH","M","1998-05",5.291039,
"GRC","CPI","TOT","AGRWTH","M","1998-06",5.195402,
"GRC","CPI","TOT","AGRWTH","M","1998-07",5.103363,
"GRC","CPI","TOT","AGRWTH","M","1998-08",5.029476,
"GRC","CPI","TOT","AGRWTH","M","1998-09",5.224432,
"GRC","CPI","TOT","AGRWTH","M","1998-10",4.684326,
"GRC","CPI","TOT","AGRWTH","M","1998-11",4.220129,
"GRC","CPI","TOT","AGRWTH","M","1998-12",3.86911,
"GRC","CPI","TOT","AGRWTH","M","1999-01",3.696481,
"GRC","CPI","TOT","AGRWTH","M","1999-02",3.689293,
"GRC","CPI","TOT","AGRWTH","M","1999-03",3.399638,
"GRC","CPI","TOT","AGRWTH","M","1999-04",2.805966,
"GRC","CPI","TOT","AGRWTH","M","1999-05",2.37259,
"GRC","CPI","TOT","AGRWTH","M","1999-06",2.086107,
"GRC","CPI","TOT","AGRWTH","M","1999-07",2.085865,
"GRC","CPI","TOT","AGRWTH","M","1999-08",1.979826,
"GRC","CPI","TOT","AGRWTH","M","1999-09",2.023239,
"GRC","CPI","TOT","AGRWTH","M","1999-10",2.249727,
"GRC","CPI","TOT","AGRWTH","M","1999-11",2.592383,
"GRC","CPI","TOT","AGRWTH","M","1999-12",2.744414,
"GRC","CPI","TOT","AGRWTH","M","2000-01",2.630594,
"GRC","CPI","TOT","AGRWTH","M","2000-02",2.909816,
"GRC","CPI","TOT","AGRWTH","M","2000-03",3.14405,
"GRC","CPI","TOT","AGRWTH","M","2000-04",2.5752,
"GRC","CPI","TOT","AGRWTH","M","2000-05",2.927272,
"GRC","CPI","TOT","AGRWTH","M","2000-06",2.527602,
"GRC","CPI","TOT","AGRWTH","M","2000-07",2.73894,
"GRC","CPI","TOT","AGRWTH","M","2000-08",2.99218,
"GRC","CPI","TOT","AGRWTH","M","2000-09",3.142113,
"GRC","CPI","TOT","AGRWTH","M","2000-10",4.030341,
"GRC","CPI","TOT","AGRWTH","M","2000-11",4.244503,
"GRC","CPI","TOT","AGRWTH","M","2000-12",3.905767,
"GRC","CPI","TOT","AGRWTH","M","2001-01",3.404477,
"GRC","CPI","TOT","AGRWTH","M","2001-02",3.521429,
"GRC","CPI","TOT","AGRWTH","M","2001-03",3.029325,
"GRC","CPI","TOT","AGRWTH","M","2001-04",3.498832,
"GRC","CPI","TOT","AGRWTH","M","2001-05",3.634626,
"GRC","CPI","TOT","AGRWTH","M","2001-06",3.923893,
"GRC","CPI","TOT","AGRWTH","M","2001-07",3.921639,
"GRC","CPI","TOT","AGRWTH","M","2001-08",3.785526,
"GRC","CPI","TOT","AGRWTH","M","2001-09",3.60991,
"GRC","CPI","TOT","AGRWTH","M","2001-10",2.766026,
"GRC","CPI","TOT","AGRWTH","M","2001-11",2.40209,
"GRC","CPI","TOT","AGRWTH","M","2001-12",3.045024,
"GRC","CPI","TOT","AGRWTH","M","2002-01",4.435814,
"GRC","CPI","TOT","AGRWTH","M","2002-02",3.43274,
"GRC","CPI","TOT","AGRWTH","M","2002-03",4.009955,
"GRC","CPI","TOT","AGRWTH","M","2002-04",3.834083,
"GRC","CPI","TOT","AGRWTH","M","2002-05",3.385265,
"GRC","CPI","TOT","AGRWTH","M","2002-06",3.310284,
"GRC","CPI","TOT","AGRWTH","M","2002-07",3.338584,
"GRC","CPI","TOT","AGRWTH","M","2002-08",3.544351,
"GRC","CPI","TOT","AGRWTH","M","2002-09",3.522039,
"GRC","CPI","TOT","AGRWTH","M","2002-10",3.730154,
"GRC","CPI","TOT","AGRWTH","M","2002-11",3.642356,
"GRC","CPI","TOT","AGRWTH","M","2002-12",3.387524,
"GRC","CPI","TOT","AGRWTH","M","2003-01",3.135649,
"GRC","CPI","TOT","AGRWTH","M","2003-02",4.339477,
"GRC","CPI","TOT","AGRWTH","M","2003-03",4.076471,
"GRC","CPI","TOT","AGRWTH","M","2003-04",3.375845,
"GRC","CPI","TOT","AGRWTH","M","2003-05",3.818346,
"GRC","CPI","TOT","AGRWTH","M","2003-06",3.813667,
"GRC","CPI","TOT","AGRWTH","M","2003-07",3.592076,
"GRC","CPI","TOT","AGRWTH","M","2003-08",3.318412,
"GRC","CPI","TOT","AGRWTH","M","2003-09",3.335605,
"GRC","CPI","TOT","AGRWTH","M","2003-10",3.172118,
"GRC","CPI","TOT","AGRWTH","M","2003-11",3.344915,
"GRC","CPI","TOT","AGRWTH","M","2003-12",3.075479,
"GRC","CPI","TOT","AGRWTH","M","2004-01",2.927272,
"GRC","CPI","TOT","AGRWTH","M","2004-02",2.509898,
"GRC","CPI","TOT","AGRWTH","M","2004-03",2.714328,
"GRC","CPI","TOT","AGRWTH","M","2004-04",2.912732,
