"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2012-11",97.78001,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2012-12",97.72684,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-01",97.68284,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-02",97.64257,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-03",97.63742,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-04",97.6795,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-05",97.77931,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-06",97.94404,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.19621,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-08",98.55343,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-09",98.97948,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-10",99.43251,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-11",99.8731,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2013-12",100.2472,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-01",100.5162,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-02",100.6687,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-03",100.7072,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-04",100.6664,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-05",100.5949,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-06",100.5534,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-07",100.5631,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-08",100.6345,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-09",100.766,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-10",100.924,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-11",101.0703,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2014-12",101.1577,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-01",101.1465,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-02",101.0513,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-03",100.9081,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-04",100.7624,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-05",100.658,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-06",100.6196,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.638,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.6891,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.754,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.7986,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.8043,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.7605,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.6764,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-02",100.5564,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-03",100.4297,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-04",100.3021,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-05",100.1707,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-06",100.0194,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.87683,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.78079,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.7486,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.76286,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.79475,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.8215,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.81982,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.79151,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.75416,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.71635,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.67986,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-06",99.6478,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-07",99.62319,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-08",99.61003,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-09",99.60181,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-10",99.58848,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-11",99.55859,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2017-12",99.50525,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2018-01",99.40702,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2018-02",99.26893,
"CZE","CLI","AMPLITUD","LTRENDIDX","M","2018-03",99.25522,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-04",98.70479,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-05",99.00906,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-06",99.29642,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-07",99.5662,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-08",99.81872,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-09",100.0545,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-10",100.2749,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-11",100.4807,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1994-12",100.6729,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-01",100.853,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-02",101.0225,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-03",101.1817,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-04",101.3291,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-05",101.4622,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-06",101.5783,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-07",101.6751,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-08",101.7493,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-09",101.799,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-10",101.8241,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-11",101.8263,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1995-12",101.8071,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-01",101.7677,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-02",101.7083,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-03",101.6291,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-04",101.5311,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-05",101.4152,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-06",101.284,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-07",101.1407,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-08",100.9904,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-09",100.8397,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-10",100.6953,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-11",100.5628,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1996-12",100.4466,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-01",100.3472,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-02",100.2623,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-03",100.1886,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-04",100.122,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-05",100.0572,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-06",99.98847,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-07",99.91113,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-08",99.82278,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-09",99.72337,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-10",99.61311,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-11",99.49323,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1997-12",99.36792,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-01",99.24142,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-02",99.12164,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-03",99.015,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-04",98.92807,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-05",98.86768,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-06",98.84148,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-07",98.85698,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-08",98.91992,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-09",99.03331,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-10",99.1977,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-11",99.4118,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1998-12",99.67141,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-01",99.96995,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-02",100.2994,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-03",100.6515,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-04",101.0167,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-05",101.2589,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-06",101.4966,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-07",101.7241,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-08",101.9354,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-09",102.1245,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-10",102.2824,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-11",102.3983,
"IND","CLI","AMPLITUD","LTRENDIDX","M","1999-12",102.4631,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-01",102.4704,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-02",102.4212,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-03",102.3252,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-04",102.1963,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-05",102.0358,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-06",101.8493,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-07",101.6457,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-08",101.4363,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-09",101.2323,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-10",101.0364,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-11",100.8479,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2000-12",100.666,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-01",100.4916,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-02",100.3252,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-03",100.1657,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-04",100.0152,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-05",99.86797,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-06",99.69444,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-07",99.52034,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-08",99.34734,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-09",99.17823,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-10",99.01778,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-11",98.86912,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2001-12",98.73194,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-01",98.60703,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-02",98.49374,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-03",98.39262,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-04",98.30486,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-05",98.22775,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-06",98.15932,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-07",98.09798,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-08",98.04451,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-09",98.00013,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-10",97.96852,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-11",97.95359,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2002-12",97.9589,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-01",97.98759,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-02",98.04223,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-03",98.12428,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-04",98.23303,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-05",98.36434,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-06",98.51235,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-07",98.6712,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-08",98.83505,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-09",98.9984,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-10",99.15659,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-11",99.30467,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2003-12",99.43834,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-01",99.55405,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-02",99.65017,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-03",99.72634,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-04",99.78307,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-05",99.82082,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-06",99.8418,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-07",99.84662,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-08",99.83559,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-09",99.80976,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-10",99.77036,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-11",99.71832,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2004-12",99.65591,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-01",99.58742,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-02",99.51737,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-03",99.44939,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-04",99.38649,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-05",99.33047,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-06",99.28223,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-07",99.24225,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-08",99.2093,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.18438,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-10",99.16901,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-11",99.16544,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2005-12",99.1751,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-01",99.1986,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-02",99.23537,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-03",99.28309,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-04",99.33782,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-05",99.39677,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-06",99.46075,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-07",99.53158,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-08",99.61106,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-09",99.70104,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-10",99.80303,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-11",99.91827,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.0477,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.1949,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.3543,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-03",100.5191,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-04",100.6816,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-05",100.83,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-06",100.9463,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.0202,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.0465,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.0293,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-10",100.9721,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.8765,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.7463,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.5859,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.4015,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-03",100.2004,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-04",99.99153,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-05",99.78217,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-06",99.58253,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-07",99.40488,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-08",99.25957,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-09",99.15568,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-10",99.09933,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-11",99.09635,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2008-12",99.1496,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-01",99.25742,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-02",99.41401,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-03",99.61432,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-04",99.84989,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-05",100.1083,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-06",100.3773,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-07",100.6467,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-08",100.9076,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-09",101.1534,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-10",101.379,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-11",101.5798,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2009-12",101.7524,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-01",101.8952,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-02",102.0075,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-03",102.0908,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-04",102.1472,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-05",102.1775,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-06",102.1847,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-07",102.1711,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-08",102.138,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-09",102.0862,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-10",102.0171,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-11",101.9313,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2010-12",101.8297,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-01",101.7129,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-02",101.5827,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-03",101.441,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-04",101.2899,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-05",101.1299,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-06",100.9637,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-07",100.7939,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-08",100.6234,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-09",100.4563,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-10",100.2962,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-11",100.145,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2011-12",100.0029,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-01",99.86978,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-02",99.74435,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-03",99.62518,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-04",99.51188,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-05",99.40472,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-06",99.30383,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-07",99.20882,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-08",99.11967,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-09",99.03554,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-10",98.95517,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-11",98.87752,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2012-12",98.80211,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-01",98.72876,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-02",98.65747,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-03",98.58995,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-04",98.52787,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-05",98.47278,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-06",98.42728,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-07",98.39548,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-08",98.38246,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-09",98.38909,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-10",98.41748,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-11",98.46613,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2013-12",98.53243,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-01",98.61692,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-02",98.71822,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-03",98.83393,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-04",98.96096,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-05",99.09344,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-06",99.2239,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-07",99.34805,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-08",99.46187,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-09",99.56171,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-10",99.64838,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-11",99.72224,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2014-12",99.78223,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-01",99.83104,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-02",99.86961,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-03",99.90232,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-04",99.93486,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-05",99.96604,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-06",99.99365,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-07",100.0165,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-08",100.0337,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-09",100.0449,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-10",100.0491,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-11",100.0443,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2015-12",100.0304,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-01",100.0074,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-02",99.97571,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-03",99.93661,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-04",99.89138,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-05",99.83587,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-06",99.76826,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-07",99.68766,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-08",99.59536,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-09",99.49513,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-10",99.39316,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-11",99.29835,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2016-12",99.22222,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-01",99.17324,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-02",99.15543,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-03",99.16885,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-04",99.211,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-05",99.27953,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-06",99.37205,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-07",99.48609,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-08",99.6184,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-09",99.76598,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-10",99.92669,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-11",100.0984,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2017-12",100.2783,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-01",100.4648,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-02",100.6559,
"IND","CLI","AMPLITUD","LTRENDIDX","M","2018-03",100.8509,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-01",100.7316,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-02",100.5573,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-03",100.3617,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-04",100.1569,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-05",99.96247,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-06",99.80282,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-07",99.67783,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-08",99.58277,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-09",99.51104,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-10",99.46774,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-11",99.46532,
"DEU","CLI","AMPLITUD","LTRENDIDX","M","1961-12",99.48503,
